	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
241336	tt3894190	movie	Black Souls	2014	109	Crime,Drama	6.8	3046
241338	tt3894312	movie	The Remains	2016	85	Horror,Thriller	3.7	3393
241342	tt3894344	movie	Sivas	2014	97	Drama	7.3	3478
241343	tt3894404	movie	The Faith of Anna Waters	2016	95	Drama,Horror,Mystery	3.8	2050
241355	tt3895152	movie	Vikramadithyan	2014	143	Drama	7.0	3313
241363	tt3895908	movie	Seeds	2018	90	Horror,Thriller	3.9	1587
241365	tt3896016	movie	The Continent	2014	105	Comedy,Drama	6.2	1784
241367	tt3896100	movie	Capture the Flag	2015	94	Adventure,Animation,Comedy	5.8	3985
241368	tt3896102	movie	Tad, the Lost Explorer, and the Secret of King Midas	2017	85	Adventure,Animation,Comedy	6.2	3813
241370	tt3896198	movie	Guardians of the Galaxy Vol. 2	2017	136	Action,Adventure,Comedy	7.6	701577
241375	tt3896738	movie	Hounds of Love	2016	108	Crime,Drama,Horror	6.5	12745
241397	tt3899154	movie	Savageland	2015	82	Crime,Horror,Thriller	6.0	2661
241398	tt3899262	movie	Cyborg X	2016	90	Action,Horror,Sci-Fi	3.5	1811
241399	tt3899516	movie	Those People	2015	89	Drama,Romance	6.5	6335
241406	tt3899932	movie	Call Me Lucky	2015	106	Biography,Comedy,Documentary	7.5	2110
241410	tt3900206	movie	Flowers	2014	99	Adventure,Drama	6.7	3105
241414	tt3900796	movie	Temps	2016	95	Comedy,Romance	5.3	2203
241428	tt3901826	movie	The Breadwinner	2017	94	Animation,Drama,Family	7.7	26782
241443	tt3902698	movie	Rey Gitano	2015	112	Action,Comedy	3.6	1048
241452	tt3903416	movie	Calla Lily	2015	83	Drama	5.1	3267
241457	tt3903852	movie	Vigilante Diaries	2016	107	Action,Crime,Thriller	4.3	4626
241465	tt3904186	movie	Tales of the Grim Sleeper	2014	110	Crime,Documentary	7.0	3142
241468	tt3904272	movie	Bizarre	2015	98	Drama,Romance	4.7	1207
241469	tt3904278	movie	We Go On	2016	89	Drama,Horror,Mystery	5.8	4648
241501	tt3905764	movie	The Neighbor	2017	105	Romance,Thriller	4.8	5695
241506	tt3906082	movie	Mary Shelley	2017	120	Biography,Drama,History	6.4	16656
241519	tt3907156	movie	Horse Money	2014	103	Drama	6.9	1855
241537	tt3907584	movie	All the Bright Places	2020	107	Drama,Romance	6.6	34565
241542	tt3907858	movie	Ever Been to the Moon?	2015	90	Comedy	6.2	2084
241544	tt3908142	movie	The Love Witch	2016	120	Comedy,Horror,Romance	6.2	17763
241548	tt3908598	movie	Lamb	2015	97	Drama	6.3	2218
241557	tt3909336	movie	Worlds Apart	2015	113	Drama,Romance	7.4	8931
241559	tt3909476	movie	Love Struck	2014	90	Comedy,Drama,Romance	6.4	1054
241566	tt3910416	movie	Escape Artist	2017	106	Drama	6.8	1207
241570	tt3910602	movie	I Am Chris Farley	2015	96	Biography,Documentary	7.4	3508
241574	tt3910736	movie	Gun Shy	2017	92	Action,Comedy,Thriller	4.1	3236
241575	tt3910814	movie	All We Had	2016	105	Drama	5.9	2730
241596	tt3913244	movie	The Carer	2016	89	Comedy,Drama	6.5	1409
241606	tt3914332	movie	Dean	2016	94	Comedy,Drama,Romance	6.3	2607
241622	tt3915160	movie	A Secret Service Christmas	2013	86	Drama,Family,Fantasy	5.6	1225
241623	tt3915174	movie	Puss in Boots: The Last Wish	2022	102	Adventure,Animation,Comedy	7.9	123834
241643	tt3916378	movie	What a Beautiful Surprise	2015	91	Comedy	5.8	1048
241648	tt3916700	movie	Run Raja Run	2014	137	Comedy,Romance,Thriller	7.3	1571
241652	tt3916762	movie	Rabhasa	2014	153	Action,Comedy	4.8	1913
241659	tt3917118	movie	Hector	2015	87	Drama	6.9	1768
241660	tt3917210	movie	Life, Animated	2016	92	Comedy,Documentary,Drama	7.4	6059
241663	tt3917318	movie	Alleycats	2016	101	Action,Thriller	4.8	1022
241664	tt3917506	movie	Benny Loves You	2019	94	Comedy,Fantasy,Horror	5.6	2587
241667	tt3917908	movie	An Insignificant Man	2016	96	Documentary,Thriller	8.5	2151
241673	tt3918368	movie	Pokémon the Movie: Diancie and the Cocoon of Destruction	2014	76	Action,Adventure,Animation	5.5	1627
241674	tt3918584	movie	Mais Forte que o Mundo: A História de José Aldo	2016	107	Action,Biography,Drama	7.1	2052
241693	tt3919218	movie	How to Plan an Orgy in a Small Town	2015	101	Comedy,Drama	5.5	3446
241700	tt3919598	movie	The Inhabitants	2015	90	Horror,Mystery,Thriller	4.1	1205
241718	tt3920820	movie	Brian Banks	2018	99	Biography,Drama,Sport	7.2	7787
241727	tt3921314	movie	Muhammad: The Messenger of God	2015	162	Biography,Drama,History	7.3	11412
241737	tt3921852	movie	Barbie and the Secret Door	2014	81	Animation,Family	5.6	1552
241748	tt3922350	movie	Headless	2015	85	Horror	4.9	1427
241755	tt3922798	movie	The Siege of Jadotville	2016	108	Action,Drama,History	7.2	41730
241757	tt3922816	movie	The Daughter	2015	96	Drama	6.6	5394
241758	tt3922818	movie	The Space Between Us	2017	120	Drama,Romance,Sci-Fi	6.4	54489
241763	tt3923004	movie	Lake Alice	2018	78	Drama,Horror,Mystery	3.7	2190
241769	tt3923388	movie	The Call Up	2016	90	Action,Sci-Fi,Thriller	4.9	4048
241771	tt3923662	movie	The Rezort	2015	91	Horror,Sci-Fi,Thriller	5.3	9611
241782	tt3924450	movie	Star	2014	128	Comedy,Drama	7.0	1040
241795	tt3945864	movie	Yalghaar	2017	158	Action,Romance,War	6.4	1053
241799	tt3946300	movie	Bastard	2015	82	Horror	4.5	1061
241812	tt3948438	movie	Loucas pra Casar	2015	108	Comedy	5.8	1086
241820	tt3949586	movie	Plague	2014	89	Drama,Horror,Sci-Fi	4.6	2727
241823	tt3949630	movie	Anukshanam	2014	82	Crime,Thriller	5.7	1246
241824	tt3949638	movie	Power	2014	147	Action,Comedy,Crime	5.8	1054
241827	tt3949658	movie	The Similars	2015	89	Horror,Mystery,Sci-Fi	5.9	4223
241828	tt3949660	movie	Teenage Mutant Ninja Turtles: Out of the Shadows	2016	112	Action,Adventure,Comedy	5.9	95782
241831	tt3949952	movie	Alison	2016	80	Documentary	7.5	1292
241837	tt3950078	movie	The Taking of Tiger Mountain	2014	141	Action,Adventure,Biography	6.4	3208
241860	tt3951732	movie	Chalk It Up	2016	90	Comedy	4.5	1297
241863	tt3952108	movie	The Dead Room	2015	80	Horror,Thriller	4.8	4462
241874	tt3952900	movie	We Are Pregnant	2016	100	Comedy,Romance	5.5	1598
241880	tt3953626	movie	A Country Called Home	2015	90	Drama	5.9	1192
241887	tt3954222	movie	Männerhort	2014	97	Comedy,Drama	5.0	1988
241895	tt3954646	movie	Ánimas	2018	83	Horror,Thriller	4.9	1432
241896	tt3954660	movie	Suntan	2016	104	Drama	6.6	7609
241910	tt3955808	movie	Thirst	2015	87	Action,Adventure,Horror	4.4	1292
241911	tt3955894	movie	Girl Asleep	2015	77	Comedy,Family,Fantasy	6.1	2769
241938	tt3957098	movie	World War III	2014	105	Comedy,Fantasy	6.9	2068
241947	tt3957956	movie	12 Rounds 3: Lockdown	2015	90	Action,Crime,Thriller	5.1	4410
241950	tt3958014	movie	Scarlet Innocence	2014	113	Drama,Romance,Thriller	5.9	1310
241953	tt3958072	movie	The Lesson	2014	111	Drama	7.2	2676
241955	tt3958276	movie	Midnight Diner	2014	119	Comedy,Drama	7.5	2366
241960	tt3958780	movie	Equity	2016	100	Drama	5.6	3785
241978	tt3960240	movie	The After Party	2018	120	Comedy,Music	5.8	4595
241980	tt3960412	movie	Popstar: Never Stop Never Stopping	2016	87	Comedy,Drama,Music	6.7	64681
242004	tt3961964	movie	Raining Hell	2015	85	Action,Crime,Drama	5.5	4129
242006	tt3962184	movie	Hebbuli	2017	141	Action,Drama,Thriller	6.7	2727
242007	tt3962210	movie	David and Goliath	2015	92	Action,Adventure,Drama	3.9	2166
242016	tt3962828	movie	In the Basement	2014	81	Documentary	6.7	2831
242017	tt3962848	movie	Welcome to Leith	2015	85	Documentary	6.9	4309
242019	tt3962984	movie	The Black Prince	2017	118	Drama,History	5.8	1029
242027	tt3963640	movie	Late Night Double Feature	2016	89	Comedy,Horror,Thriller	4.2	1337
242030	tt3963816	movie	Marauders	2016	107	Action,Crime,Thriller	5.5	23131
242034	tt3966404	movie	Mustang	2015	97	Drama	7.6	39669
242035	tt3966544	movie	Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau	2014	97	Adventure,Documentary	7.5	4238
242041	tt3966942	movie	The President	2014	119	Drama	7.3	1727
242048	tt3967856	movie	Okja	2017	120	Action,Adventure,Drama	7.3	126089
242049	tt3967878	movie	Illang: The Wolf Brigade	2018	139	Action,Drama,Sci-Fi	5.9	5480
242075	tt3970482	movie	Roger Waters: The Wall	2014	132	Documentary,Music	8.5	5223
242077	tt3970854	movie	The Perfect Dictatorship	2014	143	Comedy,Drama	7.2	5797
242085	tt3971732	movie	Karisik Kaset	2014	107	Comedy,Drama,Music	5.8	2107
242098	tt3973410	movie	Kaakkaa Muttai	2014	91	Comedy,Drama	8.3	7359
242115	tt3974790	movie	Café. Waiting. Love	2014	119	Comedy,Drama,Fantasy	6.5	1565
242120	tt3975510	movie	One and Two	2015	90	Drama,Fantasy,Thriller	5.2	2187
242130	tt3976144	movie	The Monster	2016	91	Drama,Fantasy,Horror	5.4	18410
242137	tt3977462	movie	Full Out	2015	90	Biography,Drama,Family	6.3	2894
242139	tt3977848	movie	Sky Sharks	2020	102	Comedy,Horror,Sci-Fi	3.6	1635
242148	tt3978720	movie	4th Man Out	2015	86	Comedy,Drama	6.7	10565
242156	tt3979300	movie	Magic Camp	2020	100	Comedy,Family,Fantasy	6.3	4627
242162	tt3980310	movie	Occupants	2015	81	Horror,Sci-Fi,Thriller	5.1	1251
242179	tt3982254	movie	Mad_e in Bangladesh	2007	106	Comedy,Drama	8.1	2379
242187	tt3982468	movie	Sapthamashree Thaskaraha	2014	148	Comedy,Thriller	6.8	1644
242194	tt3982774	movie	Hadi Insallah	2014	96	Comedy,Romance	5.4	4253
242201	tt3983266	movie	Aanmodderfakker	2014	100	Comedy,Romance	6.8	2783
242203	tt3983464	movie	O Pátio das Cantigas	2015	108	Comedy	5.6	1848
242206	tt3983674	movie	The Mask You Live In	2015	97	Documentary,News	7.6	2741
242218	tt3984356	movie	Only	2019	98	Drama,Romance,Sci-Fi	5.1	3671
242248	tt3986420	movie	Trust	2021	94	Drama,Romance,Thriller	5.3	2310
242250	tt3986532	movie	Tig	2015	95	Biography,Documentary	7.4	2763
242252	tt3986820	movie	The Endless	2017	111	Drama,Fantasy,Horror	6.5	45403
242257	tt3986932	movie	Black Widows	2016	78	Comedy	5.9	1714
242277	tt3991066	movie	A Dogwalker's Christmas Tale	2015	86	Comedy,Drama,Family	5.1	1584
242279	tt3991412	movie	The 9th Life of Louis Drax	2016	108	Thriller	6.3	14806
242295	tt3993732	movie	III: The Ritual	2015	80	Drama,Horror,Thriller	4.8	1808
242297	tt3993886	movie	All Day and a Night	2020	121	Drama	6.0	4049
242298	tt3993894	movie	Queen of Earth	2015	90	Drama,Mystery,Thriller	6.2	6564
242306	tt3995006	movie	Banksy Does New York	2014	79	Documentary	7.2	2270
242310	tt3995348	movie	100 Days of Love	2015	153	Comedy,Romance	6.6	2434
242311	tt3995416	movie	Dust Cloth	2015	99	Drama	6.6	1158
242324	tt3996396	movie	Yatra	2018	127	Biography,Drama,History	7.7	3717
242335	tt3997238	movie	Do I Sound Gay?	2014	77	Documentary	6.0	1987
242347	tt4000670	movie	Mifune: The Last Samurai	2015	80	Biography,Documentary	7.2	1303
242350	tt4000870	movie	Addicted to Fresno	2015	85	Comedy,Crime,Drama	5.4	3066
242354	tt4000956	movie	Brother Nature	2016	97	Comedy	4.8	1600
242370	tt4002772	movie	Once I Was a Beehive	2015	119	Comedy,Drama,Family	6.2	1302
242376	tt4003046	movie	Incir Reçeli 2	2014	103	Drama,Romance	6.0	4448
242377	tt4003066	movie	Deliha	2014	107	Comedy,Family,Romance	4.6	4672
242378	tt4003070	movie	Diamond Dust	2018	162	Crime,Drama,Mystery	7.9	5366
242383	tt4003440	movie	The House That Jack Built	2018	152	Crime,Drama,Horror	6.8	82063
242390	tt4003774	movie	Meet the Mormons	2014	78	Documentary	6.5	2027
242405	tt4005402	movie	Colonia	2015	110	Biography,Drama,History	7.0	55371
242418	tt4006302	movie	Level 16	2018	102	Drama,Mystery,Sci-Fi	6.1	13750
242432	tt4007248	movie	Hurricane Bianca	2016	84	Comedy,Drama	5.8	6554
242438	tt4007558	movie	Shaandaar	2015	144	Comedy,Drama,Romance	3.6	6052
242448	tt4008566	movie	The Influence	2019	99	Horror	4.6	3972
242451	tt4008652	movie	I Am Ali	2014	111	Biography,Documentary,Sport	7.2	4013
242452	tt4008758	movie	Black	2015	95	Action,Crime,Drama	7.0	4484
242467	tt4009278	movie	Intruders	2015	90	Drama,Horror,Thriller	5.7	13599
242471	tt4009460	movie	Kirk Cameron's Saving Christmas	2014	79	Comedy,Family	1.3	16304
242482	tt4010302	movie	Aranmanai	2014	160	Comedy,Drama,Horror	5.2	1028
242488	tt4010862	movie	Massacre on Aisle 12	2016	83	Comedy,Horror	4.5	1831
242489	tt4010918	movie	The Throne	2015	125	Drama,History	7.1	2793
242492	tt4011010	movie	Red Billabong	2016	113	Action,Comedy,Drama	4.1	1192
242505	tt4012424	movie	The Movie of My Life	2017	113	Drama	7.2	1959
242518	tt4015500	movie	The Tale	2018	114	Biography,Drama,Mystery	7.2	18724
242528	tt4016226	movie	The Resurrection of Jake the Snake	2015	93	Biography,Documentary,Sport	7.8	3246
242530	tt4016294	movie	The Midas Touch	2020	110	Comedy,Horror	4.3	2595
242539	tt4016934	movie	The Handmaiden	2016	145	Drama,Romance,Thriller	8.1	155902
242540	tt4016942	movie	Ghost in the Shell Arise: Border 4 - Ghost Stands Alone	2014	59	Action,Animation,Sci-Fi	7.1	2242
242541	tt4016994	movie	Why Me?	2015	125	Drama,Thriller	7.5	2638
242564	tt4019426	movie	Brotherhood of Blades	2014	111	Action	6.6	3490
242568	tt4019560	movie	Exposed	2016	102	Crime,Drama,Mystery	4.3	16211
242577	tt4020156	movie	National Theatre Live: A Streetcar Named Desire	2014	180	Drama	8.3	1070
242585	tt4020624	movie	Lingaa	2014	174	Action,Comedy,Drama	5.6	5934
242618	tt4023852	movie	Welcome 2 Karachi	2015	131	Action,Comedy,War	4.2	1230
242624	tt4024104	movie	The Royal Tailor	2014	127	Drama	7.0	1061
242627	tt4024210	movie	UNindian	2015	102	Comedy,Drama,Romance	5.5	1194
242633	tt4024546	movie	Bis	2015	98	Comedy,Fantasy	5.5	1699
242635	tt4024814	movie	Fucking Berlin	2016	94	Drama,Romance	5.2	2345
242639	tt4024944	movie	Main Aur Charles	2015	119	Action,Biography,Crime	6.2	1755
242644	tt4025514	movie	Suburra	2015	130	Crime,Drama,Thriller	7.4	20927
242650	tt4026034	movie	Hired Gun	2016	98	Documentary,Music	7.2	2126
242653	tt4026562	movie	Hollows Grove	2014	81	Horror	4.8	1474
242667	tt4027270	movie	The Crossing 2	2015	131	Drama,History,Romance	6.1	1371
242672	tt4027504	movie	Lazy Eye	2016	87	Comedy,Drama,Romance	6.4	1830
242680	tt4028134	movie	Lake Fear	2014	89	Comedy,Horror	4.0	2026
242683	tt4028464	movie	The Innocents	2021	117	Drama,Fantasy,Horror	7.0	19418
242690	tt4029412	movie	Panama	2022	95	Action,Thriller	3.4	3069
242695	tt4029998	movie	My Life Directed By Nicolas Winding Refn	2014	58	Documentary	6.5	1568
242701	tt4030442	movie	From the Dark	2014	90	Horror,Thriller	4.9	3404
242704	tt4030600	movie	The Bye Bye Man	2017	96	Drama,Fantasy,Horror	4.3	25018
242705	tt4031126	movie	Lycan	2017	87	Horror,Thriller	3.5	1952
242727	tt4033926	movie	Rats	2016	88	Documentary,Horror	6.5	1546
242730	tt4034208	movie	The Next Skin	2016	103	Drama,Mystery,Thriller	6.1	2020
242731	tt4034228	movie	Manchester by the Sea	2016	137	Drama	7.8	292564
242733	tt4034354	movie	Swiss Army Man	2016	97	Comedy,Drama,Fantasy	6.9	127752
242740	tt4034452	movie	Hyena Road	2015	120	Action,Drama,War	6.5	8158
242744	tt4035268	movie	Cosmos	2015	103	Comedy,Crime,Drama	5.7	2072
242751	tt4035898	movie	The Evil in Us	2016	90	Horror	4.7	3737
242758	tt4036488	movie	Saving Banksy	2017	80	Documentary	6.8	1088
242792	tt4040072	movie	Cold Deck	2015	80	Crime,Drama	5.0	1055
242824	tt4042818	movie	The Death & Life of John F. Donovan	2018	123	Drama	6.1	7332
242827	tt4042994	movie	If Cats Disappeared from the World	2016	103	Drama,Fantasy	6.8	2787
242841	tt4044364	movie	Citizenfour	2014	114	Biography,Documentary,History	8.0	56637
242844	tt4044464	movie	Adulterers	2015	91	Crime,Drama,Thriller	5.1	1778
242867	tt4045894	movie	Get the Girl	2017	87	Action,Comedy,Crime	5.0	1260
242872	tt4046784	movie	Maze Runner: The Scorch Trials	2015	131	Action,Adventure,Sci-Fi	6.3	259824
242877	tt4047104	movie	Enakkul Oruvan	2015	136	Drama,Thriller	7.7	1736
242878	tt4047112	movie	Jeeva	2014	127	Drama,Sport	7.6	1264
242882	tt4047140	movie	Poojai	2014	154	Action,Drama	5.3	1219
242886	tt4047350	movie	The Hacker Wars	2014	91	Crime,Documentary	6.4	1044
242890	tt4047846	movie	Home	2016	103	Drama	7.1	1206
242892	tt4048050	movie	My Golden Days	2015	123	Drama,Romance	6.7	3692
242893	tt4048168	movie	Coming Through the Rye	2015	97	Drama,History	6.3	1031
242895	tt4048272	movie	Toni Erdmann	2016	162	Comedy,Drama	7.3	49624
242902	tt4048668	movie	Band of Robbers	2015	95	Adventure,Comedy,Crime	6.0	4400
242934	tt4052050	movie	He's Out There	2018	89	Horror,Thriller	5.3	9022
242944	tt4052882	movie	The Shallows	2016	86	Action,Drama,Horror	6.3	137257
242955	tt4054004	movie	2047: Virtual Revolution	2016	92	Action,Crime,Sci-Fi	5.0	1917
242963	tt4054654	movie	Dog Eat Dog	2016	93	Action,Crime,Thriller	4.8	9215
242969	tt4054952	movie	Fate/stay night [Heaven's Feel] I. presage flower	2017	120	Action,Adventure,Animation	7.4	3235
242983	tt4056738	movie	Do You Believe?	2015	120	Drama	6.0	7989
242991	tt4057376	movie	I Am Dragon	2015	110	Adventure,Fantasy,Romance	6.8	5744
242997	tt4057632	movie	All Three of Us	2015	102	Comedy,Drama	7.2	2582
243004	tt4058012	movie	96 Souls	2016	112	Drama,Mystery,Sci-Fi	5.4	3841
243007	tt4058210	movie	Operações Especiais	2015	99	Action,Crime	6.3	1703
243008	tt4058218	movie	Love at First Child	2015	91	Comedy,Romance	5.8	1027
243012	tt4058426	movie	India's Daughter	2015	63	Biography,Crime,Documentary	8.2	2163
243015	tt4058500	movie	A Perfect Man	2015	104	Drama,Thriller	6.7	4238
243020	tt4058836	movie	I Spit on Your Grave: Deja Vu	2019	148	Horror,Thriller	2.4	3118
243035	tt4059702	movie	AmeriGeddon	2016	90	Action,Adventure,Drama	3.0	2368
243047	tt4060544	movie	Step Up China	2019	100	Music	3.7	2289
243051	tt4060866	movie	Code of Honor	2016	106	Action,Crime,Thriller	4.1	2838
243055	tt4061010	movie	Blackway	2015	90	Thriller	5.3	10247
243063	tt4061620	movie	Firebird	2021	107	Biography,Drama,Romance	7.1	10784
243064	tt4061640	movie	Traffic	2014	110	Documentary	6.9	1008
243078	tt4062524	movie	Sabit Kanca 2	2014	94	Comedy	2.8	1201
243079	tt4062536	movie	Green Room	2015	95	Crime,Drama,Horror	7.0	130671
243090	tt4063178	movie	The Dog Lover	2016	101	Drama	5.4	1565
243115	tt4065212	movie	Bakery in Brooklyn	2016	100	Comedy,Romance	4.5	1775
243119	tt4065308	movie	Andiamo a quel paese	2014	90	Comedy	6.1	1171
243120	tt4065340	movie	Arthur & Merlin	2015	100	Adventure,Family,Fantasy	4.3	1483
243123	tt4065414	movie	A Good American	2015	100	Biography,Documentary,History	7.3	1273
243125	tt4065552	movie	The Unknown Soldier	2017	180	Drama,War	7.7	11970
243127	tt4065842	movie	What a Wonderful Family!	2016	108	Comedy	6.8	1248
243143	tt4067084	movie	The Island 2	2014	100	Action,Drama,Thriller	7.1	2502
243144	tt4067106	movie	According to Ben Adams	2016	105	Drama	5.3	3508
243165	tt4068576	movie	The Nightingale	2018	136	Adventure,Drama,Thriller	7.3	32746
243181	tt4071086	movie	Wild	2016	97	Drama	6.4	1532
243184	tt4071498	movie	Life in Color	2015	86	Comedy,Drama,Romance	6.4	1379
243187	tt4072326	movie	Ali and Nino	2016	100	Drama,Romance,War	6.8	5374
243202	tt4073682	movie	Grain	2017	128	Drama,Sci-Fi	6.1	1606
243204	tt4073790	movie	The Darkest Minds	2018	104	Action,Adventure,Drama	5.7	33849
243209	tt4073890	movie	Andron	2015	100	Action,Sci-Fi	2.7	3107
243216	tt4074304	movie	Pervert Park	2014	77	Crime,Documentary	7.0	1403
243223	tt4074364	movie	The Model	2016	105	Drama	5.8	4030
243229	tt4074502	movie	Dark Star: HR Gigers Welt	2014	95	Biography,Documentary	6.9	1226
243239	tt4074928	movie	Realive	2016	112	Drama,Sci-Fi	5.9	5407
243249	tt4075322	movie	Savva. Serdtse voina	2015	85	Adventure,Animation,Fantasy	4.4	1090
243253	tt4075520	movie	Ventoux	2015	108	Comedy,Drama	6.4	1490
243261	tt4076058	movie	We Are Young. We Are Strong.	2014	123	Crime,Drama,History	7.0	2297
243280	tt4076756	movie	Being Evel	2015	99	Action,Biography,Documentary	7.2	1142
243281	tt4076760	movie	Diablo	2015	90	Action,Adventure,Drama	4.5	5129
243289	tt4076926	movie	The Heyday of the Insensitive Bastards	2015	97	Comedy,Drama	4.4	1827
243290	tt4076934	movie	My Beloved Bodyguard	2016	99	Action,Crime,Drama	5.9	2242
243294	tt4076980	movie	The Throwaways	2015	90	Action,Comedy,Thriller	4.6	1622
243308	tt4078160	movie	The Lesson	2015	97	Drama,Horror,Thriller	4.3	1493
243318	tt4078856	movie	The Coffin in the Mountain	2014	119	Drama,Mystery	7.7	1983
243323	tt4079152	movie	The Dead End	2015	139	Crime,Drama	7.1	1807
243336	tt4079782	movie	Absolute Rest	2015	75	Drama	5.8	1093
243349	tt4080028	movie	13	2014	100	Crime,Drama,Thriller	6.2	1205
243355	tt4080386	movie	Sardarji	2015	141	Comedy,Fantasy,Horror	6.2	1620
243361	tt4080598	movie	100 Yen Love	2014	113	Comedy,Drama	7.1	2306
243363	tt4080672	movie	Daddy or Mommy	2015	85	Comedy,Drama,Romance	6.0	4612
243365	tt4080728	movie	A Man Called Ove	2015	116	Comedy,Drama,Romance	7.7	62693
243367	tt4080768	movie	Summertime	2015	105	Drama,Romance	6.7	5333
243373	tt4080956	movie	A Prayer Before Dawn	2017	116	Action,Biography,Crime	6.8	24768
243375	tt4081260	movie	Sluzby specjalne	2014	115	Action,Crime,Drama	6.4	1914
243378	tt4081630	movie	The Valet	2022	124	Comedy,Drama,Romance	6.7	14338
243383	tt4082068	movie	Dheepan	2015	115	Crime,Drama	7.2	16308
243397	tt4082596	movie	The Russian Woodpecker	2015	80	Documentary,War	6.8	1464
243410	tt4083052	movie	The Vessel	2016	86	Drama	5.4	1166
243411	tt4083076	movie	O Candidato Honesto	2014	110	Comedy	5.5	1145
243415	tt4083572	movie	Urge	2016	89	Thriller	4.3	8896
243421	tt4083850	movie	Belle & Sebastian: The Adventure Continues	2015	97	Adventure,Family	6.5	1552
243424	tt4084056	movie	The Sense of Wonder	2015	100	Comedy,Drama,Romance	6.8	3139
